fecha,temperatura_C,humedad_relativa,precipitacion_mm,cobertura_nubes_octas,velocidad_viento_kmh,radiacion_solar_J_m2
2025-04-16 00:00:00,10.5,88.3,0.0,2.4,0.0,0.0
2025-04-16 01:00:00,9.9,86.9,0.0,2.4,4.9,0.0
2025-04-16 02:00:00,8.3,88.8,0.0,2.4,0.0,0.0
2025-04-16 03:00:00,7.9,90.7,0.0,2.4,0.0,0.0
2025-04-16 04:00:00,7.6,91.6,0.0,2.4,0.0,0.0
2025-04-16 05:00:00,6.7,90.2,0.0,2.4,0.0,0.0
2025-04-16 06:00:00,7.2,90.1,0.0,2.4,0.0,4506.0
2025-04-16 07:00:00,8.3,88.4,0.0,2.4,0.0,227226.0
2025-04-16 08:00:00,11.6,81.4,0.0,2.4,0.0,782958.0
2025-04-16 09:00:00,19.6,54.4,1.929,1.94,4.39,1456277.9999999998
2025-04-16 10:00:00,21.6,38.2,5.144,2.24,1.47,1752393.0
2025-04-16 11:00:00,23.2,36.4,7.716,2.59,6.89,1822073.9999999998
2025-04-16 12:00:00,24.6,37.4,18.004,2.7,15.86,1851995.9999999998
2025-04-16 13:00:00,18.9,72.5,19.29,4.54,5.43,1802378.9999999998
2025-04-16 14:00:00,18.9,70.8,19.29,4.06,0.0,986016.0000000001
2025-04-16 15:00:00,17.5,76.6,19.29,3.79,0.0,325542.00000000006
2025-04-16 16:00:00,17.4,79.1,19.29,2.4,6.89,133017.0
2025-04-16 17:00:00,17.9,73.8,19.29,2.05,1.47,43761.0
2025-04-16 18:00:00,15.3,84.5,19.29,2.4,0.0,4353.0
2025-04-16 19:00:00,14.5,86.8,19.29,2.4,0.0,0.0
2025-04-16 20:00:00,12.9,88.8,19.29,2.4,0.0,0.0
2025-04-16 21:00:00,11.8,89.7,19.29,2.4,0.0,0.0
2025-04-16 22:00:00,11.9,90.1,19.29,2.4,0.0,0.0
2025-04-16 23:00:00,12.2,89.4,19.29,2.4,0.0,0.0
2025-04-17 00:00:00,13.2,88.8,0.0,2.4,0.0,0.0
2025-04-17 01:00:00,12.9,91.3,0.0,2.4,0.0,0.0
2025-04-17 02:00:00,13.5,90.4,0.0,2.4,0.0,0.0
2025-04-17 03:00:00,13.0,91.9,0.0,2.4,0.0,0.0
2025-04-17 04:00:00,12.8,92.0,0.643,2.4,0.0,0.0
2025-04-17 05:00:00,12.6,92.3,0.643,2.4,0.0,0.0
2025-04-17 06:00:00,12.1,93.0,0.643,2.4,0.0,447.00000000000006
2025-04-17 07:00:00,13.4,91.5,0.643,2.4,0.0,39180.0
2025-04-17 08:00:00,16.1,79.6,0.643,2.4,0.0,576003.0000000001
2025-04-17 09:00:00,19.5,58.7,0.643,2.29,6.89,1563327.0
2025-04-17 10:00:00,21.7,52.4,0.643,2.54,2.07,1627724.9999999998
2025-04-17 11:00:00,18.9,61.8,0.643,3.66,0.0,1840934.9999999995
2025-04-17 12:00:00,22.8,49.2,0.643,2.74,4.39,1760377.0909090908
2025-04-17 13:00:00,21.1,57.8,0.643,3.34,4.36,886479.0000000001
2025-04-17 14:00:00,23.9,46.7,0.643,2.25,1.44,839481.0000000001
2025-04-17 15:00:00,21.1,57.8,0.643,2.24,4.77,977913.0
2025-04-17 16:00:00,18.6,68.1,0.643,1.58,0.0,663912.0
2025-04-17 17:00:00,17.4,78.9,0.643,2.4,2.39,278280.0
2025-04-17 18:00:00,16.5,82.3,0.643,2.4,0.0,93707.99999999999
2025-04-17 19:00:00,16.6,79.6,0.643,2.4,0.0,5778.000000000001
2025-04-17 20:00:00,16.5,71.6,0.643,1.87,4.01,0.0
2025-04-17 21:00:00,15.7,77.6,0.643,2.36,0.0,0.0
2025-04-17 22:00:00,15.9,75.1,0.643,2.15,0.0,0.0
2025-04-17 23:00:00,15.7,72.9,0.643,1.97,0.0,0.0
2025-04-18 00:00:00,15.2,75.6,0.0,2.19,1.74,0.0
2025-04-18 01:00:00,14.5,79.7,0.0,2.4,4.81,0.0
2025-04-18 02:00:00,14.0,83.7,0.0,2.4,4.9,0.0
2025-04-18 03:00:00,13.5,88.9,0.0,2.4,0.0,0.0
2025-04-18 04:00:00,14.1,83.1,0.0,2.4,0.0,0.0
2025-04-18 05:00:00,12.3,89.0,0.0,2.4,0.0,0.0
2025-04-18 06:00:00,12.4,91.5,0.0,2.4,0.0,57.00000000000001
2025-04-18 07:00:00,14.4,85.3,0.0,2.4,1.44,72996.0
2025-04-18 08:00:00,16.5,70.7,0.0,1.79,8.09,1010402.9999999999
2025-04-18 09:00:00,19.6,60.4,0.0,2.45,1.47,1658643.0
2025-04-18 10:00:00,18.8,59.3,0.0,3.11,5.91,1787769.0
2025-04-18 11:00:00,20.2,54.4,0.0,3.06,4.9,1847427.0
2025-04-18 12:00:00,21.7,47.7,0.0,2.7,5.24,1855518.0000000002
2025-04-18 13:00:00,21.6,57.1,0.0,3.28,0.0,1835178.0000000002
2025-04-18 14:00:00,23.9,49.9,0.0,2.35,0.0,1780878.0
2025-04-18 15:00:00,21.6,55.0,0.0,2.01,0.0,1168491.0
2025-04-18 16:00:00,19.2,69.7,0.0,1.71,0.0,968453.9999999998
2025-04-18 17:00:00,16.5,84.1,1.929,2.4,0.0,446466.0000000001
2025-04-18 18:00:00,16.4,80.0,2.572,2.4,0.0,170148.00000000003
2025-04-18 19:00:00,15.3,78.4,2.572,2.4,0.0,32295.0
2025-04-18 20:00:00,14.0,87.2,2.572,2.4,0.0,0.0
2025-04-18 21:00:00,15.7,73.6,2.572,2.03,0.0,0.0
2025-04-18 22:00:00,14.5,80.3,2.572,2.4,0.0,0.0
2025-04-18 23:00:00,14.2,83.2,2.572,2.4,0.0,0.0
